Unnamed: 0,romaji,english,native,description,tags,url,country,genres,cover,input
161,Noblesse,Noblesse,노블레스,"For 820 years he had slumbered with no knowledge of mankind's advancement and scientific progress. The land which he once knew has become an unfamiliar place with new technology, attitudes, and lifestyles. Upon awakening, Cadis Etrama Di Raizel (aka Rai), seeks to familiarize himself with this era. He locates a loyal servant of his, Frankenstein, who is currently the principal of a South Korean High School. Rai decides that this school is the perfect place to help him learn about the modern world, enrolls, and begins associating with a group of good-natured students in order to 'blend in'. But this new world is no safer than the old; and the dignified, bewildered, technologically inept Rai finds himself embroiled in adventures both ridiculous and dangerous.","[('Super Power', 90), ('Vampire', 81), ('Full Color', 81), ('Foreign', 80), ('Male Protagonist', 79), ('Werewolf', 72), ('Family Life', 70), ('School', 67), ('Urban Fantasy', 62), ('Coming of Age', 50), ('Assassins', 10), ('Love Triangle', 10)]",https://anilist.co/manga/59983,KR,"['Action', 'Adventure', 'Comedy', 'Supernatural']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx59983-cfSjrRxuAlAD.png,"For 820 years he had slumbered with no knowledge of mankind's advancement and scientific progress. The land which he once knew has become an unfamiliar place with new technology, attitudes, and lifestyles. Upon awakening, Cadis Etrama Di Raizel (aka Rai), seeks to familiarize himself with this era. He locates a loyal servant of his, Frankenstein, who is currently the principal of a South Korean High School. Rai decides that this school is the perfect place to help him learn about the modern world, enrolls, and begins associating with a group of good-natured students in order to 'blend in'. But this new world is no safer than the old; and the dignified, bewildered, technologically inept Rai finds himself embroiled in adventures both ridiculous and dangerous. A action, adventure, comedy, supernatural korean manhwa comic series. The story contains the themes, tropes and topics of super power, vampire, full color, foreign, male protagonist, werewolf, family life, school, urban fantasy, coming of age."
162,Here U Are,,原来你在这里,"Receiving the newcomers is a task for Yu Yang, and he ends up helping the unsociable and towering Li Huan, the kind of person that does everything to be disliked. But after better knowing each other, he discovers that the giant isn’t that bad of a person at all...<br>
<br>
(Source: Boom Manga) <br>
<br>
<i>Note: Includes 20 extra chapters.</i>","[(""Boys' Love"", 97), ('Male Protagonist', 89), ('LGBTQ+ Themes', 89), ('Full Color', 86), ('Primarily Male Cast', 85), ('Primarily Adult Cast', 79), ('College', 78), ('Bisexual', 76), ('Age Gap', 69), ('Tsundere', 64), ('School', 63), ('Yuri', 10)]",https://anilist.co/manga/100805,CN,"['Drama', 'Romance', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx100805-l4Cs536x6Eee.jpg,"Receiving the newcomers is a task for Yu Yang, and he ends up helping the unsociable and towering Li Huan, the kind of person that does everything to be disliked. But after better knowing each other, he discovers that the giant isn’t that bad of a person at all... A drama, romance, slice of life chinese manhua comic series. The story contains the themes, tropes and topics of boys' love, male protagonist, lgbtq+ themes, full color, primarily male cast, primarily adult cast, college, bisexual, age gap, tsundere, school."
163,Wind Breaker,Wind Breaker,윈드브레이커,"Jay's the perfect student. He's got straight As and he's the student body president. But after being coerced into joining the school's biking team, the Hummingbird Crew, he discovers a whole new world outside of studying. What new adventures will he face outside the comfort of his textbooks?
<br><br>
(Source: WEBTOONS)
","[('Cycling', 99), ('Coming of Age', 89), ('Kuudere', 88), ('Full Color', 87), ('Heterosexual', 78), ('Delinquents', 76), ('Tragedy', 75), ('Bullying', 69), ('Slapstick', 68), ('Fitness', 65), ('Meta', 64), ('Gambling', 60), ('Male Protagonist', 60), ('Suicide', 57), ('Mafia', 55), ('Love Triangle', 54)]",https://anilist.co/manga/86099,KR,"['Action', 'Comedy', 'Drama', 'Romance', 'Sports']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx86099-lgjjEP3wqzB8.jpg,"Jay's the perfect student. He's got straight As and he's the student body president. But after being coerced into joining the school's biking team, the Hummingbird Crew, he discovers a whole new world outside of studying. What new adventures will he face outside the comfort of his textbooks? A action, comedy, drama, romance, sports korean manhwa comic series. The story contains the themes, tropes and topics of cycling, coming of age, kuudere, full color, heterosexual, delinquents, tragedy, bullying, slapstick, fitness, meta, gambling, male protagonist, suicide, mafia, love triangle."
164,Yokohama Kaidashi Kikou,Yokohama Kaidashi Kikou,ヨコハマ買い出し紀行,"Set hundreds of years in the future after an environmental catastrophe, Yokohama Kaidashi Kikou (also known as Yokohama Shopping Log) centers on the simple life of Alpha, an android who runs a small coffee shop in coastal Japan. Alpha stands witness to chronicle the end of humanity’s days with coffee, a slice of watermelon, and the sound of her moon guitar backed by distant seagulls. Quiet and bittersweet, this tale is about the melancholy beauty that can be found even as the end approaches.
<br><br>
(Source: Seven Seas Entertainment)","[('Iyashikei', 100), ('Post-Apocalyptic', 92), ('Female Protagonist', 92), ('Philosophy', 86), ('Rural', 85), ('Coming of Age', 83), ('Robots', 82), ('Time Skip', 82), ('Seinen', 80), ('Lost Civilization', 76), ('Episodic', 76), ('Artificial Intelligence', 75), ('Work', 68), ('Mopeds', 61), ('Yuri', 61), ('Travel', 60), ('Family Life', 50), ('LGBTQ+ Themes', 37), ('Motorcycles', 33), ('Nudity', 26)]",https://anilist.co/manga/30004,JP,"['Sci-Fi', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx30004-8z4fycKY708h.jpg,"Set hundreds of years in the future after an environmental catastrophe, Yokohama Kaidashi Kikou (also known as Yokohama Shopping Log) centers on the simple life of Alpha, an android who runs a small coffee shop in coastal Japan. Alpha stands witness to chronicle the end of humanity’s days with coffee, a slice of watermelon, and the sound of her moon guitar backed by distant seagulls. Quiet and bittersweet, this tale is about the melancholy beauty that can be found even as the end approaches. A sci-fi, slice of life japanese manga comic series. The story contains the themes, tropes and topics of iyashikei, post-apocalyptic, female protagonist, philosophy, rural, coming of age, robots, time skip, seinen, lost civilization, episodic, artificial intelligence, work, mopeds, yuri, travel, family life."
165,Vanitas no Carte,The Case Study of Vanitas,ヴァニタスの手記,"Rumors revolving around The Book of Vanitas, a clockwork grimoire of dubious reputation, draw Noé, a young vampire in search of a friend's salvation, to Paris. What awaits him in the City of Flowers, however, is not long hours treading the pavement or rifling through dusty bookshops in search of the tome. Instead, his quarry comes to him...in the arms of a man claiming to be a vampire doctor! Thrust into a conflict that threatens the peace between humans and vampires, will Noé cast in his lot with the curious and slightly unbalanced Vanitas and his quest to save vampirekind?<br><br>
(Source: Yen Press)","[('Vampire', 98), ('Tragedy', 90), ('Historical', 82), ('Steampunk', 82), ('Primarily Adult Cast', 80), ('Conspiracy', 79), ('Medicine', 79), ('Anti-Hero', 79), ('Shounen', 77), ('Male Protagonist', 76), ('Revenge', 74), ('Amnesia', 70), ('Foreign', 62), ('Twins', 60), ('Religion', 56), ('Ensemble Cast', 51), ('Alternate Universe', 50), ('Suicide', 50), ('Time Manipulation', 46), ('Anachronism', 40), ('Bisexual', 35), ('Detective', 28), ('Assassins', 20), ('Acting', 10)]",https://anilist.co/manga/86568,JP,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Supernatural']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx86568-IibEQI2zjYFl.jpg,"Rumors revolving around The Book of Vanitas, a clockwork grimoire of dubious reputation, draw Noé, a young vampire in search of a friend's salvation, to Paris. What awaits him in the City of Flowers, however, is not long hours treading the pavement or rifling through dusty bookshops in search of the tome. Instead, his quarry comes to him...in the arms of a man claiming to be a vampire doctor! Thrust into a conflict that threatens the peace between humans and vampires, will Noé cast in his lot with the curious and slightly unbalanced Vanitas and his quest to save vampirekind? A action, drama, fantasy, mystery, supernatural japanese manga comic series. The story contains the themes, tropes and topics of vampire, tragedy, historical, steampunk, primarily adult cast, conspiracy, medicine, anti-hero, shounen, male protagonist, revenge, amnesia, foreign, twins, religion, ensemble cast, alternate universe, suicide."
166,Choujin X,Choujin X,超人X,"A plane is seen crashing with black smoke billowing out of it. It seems to have been caused by a ""Choujin"". However, strangely enough, the plane was not damaged and there were 200 survivors. High school students Kurobara Tokio and Higashi Azuma are on their way home from volunteering to help with the accident when they are suddenly tangled up with a delinquent they have a history with... but there is something different about him.
<br><br>
<i>Note: The manga chapters are irregularly released on Tonari no Young Jump. At the same time, it received a serialization in Weekly Young Jump, starting from chapter 1. Some chapters receive a version with fewer pages in the magazine, also counting with additions of new pages in certain situations. After chapter 15, the manga went back to being exclusive to Tonari no YJ, ending the serialization in the magazine.","[('Urban Fantasy', 95), ('Henshin', 89), ('Super Power', 84), ('Body Horror', 82), ('Time Skip', 79), ('Seinen', 76), ('Surreal Comedy', 76), ('Gore', 72), ('Male Protagonist', 62), ('Religion', 60), ('Female Protagonist', 60)]",https://anilist.co/manga/126693,JP,"['Action', 'Drama', 'Fantasy', 'Psychological']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx126693-mdjfDqofsPgq.jpg,"A plane is seen crashing with black smoke billowing out of it. It seems to have been caused by a ""Choujin"". However, strangely enough, the plane was not damaged and there were 200 survivors. High school students Kurobara Tokio and Higashi Azuma are on their way home from volunteering to help with the accident when they are suddenly tangled up with a delinquent they have a history with... but there is something different about him. A action, drama, fantasy, psychological japanese manga comic series. The story contains the themes, tropes and topics of urban fantasy, henshin, super power, body horror, time skip, seinen, surreal comedy, gore, male protagonist, religion, female protagonist."
167,Watashitachi no Shiawase na Jikan,,私たちの幸せな時間,"""I have something I don't want to lose""<br><br>
""So much so that these terrible feelings have grown.""<br><br>
A pianist who attempted suicide 3 times, Juri, is taken to help her aunt at a prison where murderers who killed indiscriminately are sentenced to death. There, she meets a man named Yuu who took the lives of 3 people. A mother's antagonism--a brother's death... Together they embrace the violent rebellion in their hearts caused by the large, deep scars they carry. However, before long, they both embrace an earnest hope in their hearts. ""I want to live""...<br><br>
An adaptation of novel by South Korea's most popular female novelist, Gong Ji-Young.","[('Tragedy', 95), ('Female Protagonist', 93), ('Seinen', 90), ('Philosophy', 86), ('Primarily Adult Cast', 84), ('Heterosexual', 80), ('Rehabilitation', 79), ('Suicide', 40), ('Rape', 40), ('Nun', 30), ('Religion', 30)]",https://anilist.co/manga/41734,JP,"['Drama', 'Music', 'Psychological', 'Romance', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/medium/11734.jpg,"""I have something I don't want to lose""""So much so that these terrible feelings have grown.""A pianist who attempted suicide 3 times, Juri, is taken to help her aunt at a prison where murderers who killed indiscriminately are sentenced to death. There, she meets a man named Yuu who took the lives of 3 people. A mother's antagonism--a brother's death... Together they embrace the violent rebellion in their hearts caused by the large, deep scars they carry. However, before long, they both embrace an earnest hope in their hearts. ""I want to live""...An adaptation of novel by South Korea's most popular female novelist, Gong Ji-Young. A drama, music, psychological, romance, slice of life japanese manga comic series. The story contains the themes, tropes and topics of tragedy, female protagonist, seinen, philosophy, primarily adult cast, heterosexual, rehabilitation."
168,Sabishisugite Rezu Fuzoku ni Ikimashita Report,My Lesbian Experience With Loneliness,さびしすぎてレズ風俗に行きましたレポ,"A hugely popular comic on Pixiv, My Lesbian Experience With Loneliness offers readers an honest and heartfelt look at one young woman’s exploration of her sexuality, mental well-being, and growing up in our modern age.
<br><br>
(Source: Seven Seas Entertainment)
<br><br>
<i>Note: Includes 1 extra chapter.</i>","[('Autobiographical', 95), ('Female Protagonist', 92), ('Coming of Age', 92), ('Non-fiction', 92), ('Josei', 84), ('LGBTQ+ Themes', 81), ('Rehabilitation', 80), ('Disability', 80), ('Yuri', 76), ('Philosophy', 75), ('Primarily Adult Cast', 74), ('Primarily Female Cast', 74), ('Survival', 73), ('Drawing', 72), ('POV', 66), ('Achronological Order', 57), ('Full Color', 53), ('Tragedy', 48), ('Nudity', 46), ('Urban', 46)]",https://anilist.co/manga/87459,JP,"['Drama', 'Ecchi', 'Psychological', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx87459-KE9nHgcJhtgU.png,"A hugely popular comic on Pixiv, My Lesbian Experience With Loneliness offers readers an honest and heartfelt look at one young woman’s exploration of her sexuality, mental well-being, and growing up in our modern age. A drama, ecchi, psychological, slice of life japanese manga comic series. The story contains the themes, tropes and topics of autobiographical, female protagonist, coming of age, non-fiction, josei, lgbtq+ themes, rehabilitation, disability, yuri, philosophy, primarily adult cast, primarily female cast, survival, drawing, pov, achronological order, full color."
169,citrus,Citrus,citrus,"Yuzuko Aihara, a high school girl whose main interests are fashion, friends and having fun, is about to get a reality check. Due to her mom’s remarriage, Yuzu has transferred to a new, all-girls school that is extremely strict. Her real education is about to begin.
<br><br>
From Day One, happy-go-lucky Yuzu makes enemies, namely the beautiful yet stern Student Council President Mei. So what happens when a dejected Yuzu returns home and discovers the shock of her life: that Mei is actually her new step-sister who has come to live with her? Even more surprising, when Mei catches Yuzu off-guard and kisses her out of the blue, what does it all mean?
<br><br>
(Source: Seven Seas Entertainment)
<br><br>
<i>Note: Includes 9 bonus chapters.</i>","[('Yuri', 99), ('Female Protagonist', 88), ('Inseki', 83), ('Primarily Female Cast', 74), ('School', 70), ('Family Life', 68), ('LGBTQ+ Themes', 55), ('Gyaru', 52), ('Love Triangle', 47), ('Work', 20), ('Time Skip', 20)]",https://anilist.co/manga/80145,JP,"['Drama', 'Romance']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx80145-PeU7lVLC4d4Z.jpg,"Yuzuko Aihara, a high school girl whose main interests are fashion, friends and having fun, is about to get a reality check. Due to her mom’s remarriage, Yuzu has transferred to a new, all-girls school that is extremely strict. Her real education is about to begin.From Day One, happy-go-lucky Yuzu makes enemies, namely the beautiful yet stern Student Council President Mei. So what happens when a dejected Yuzu returns home and discovers the shock of her life: that Mei is actually her new step-sister who has come to live with her? Even more surprising, when Mei catches Yuzu off-guard and kisses her out of the blue, what does it all mean? A drama, romance japanese manga comic series. The story contains the themes, tropes and topics of yuri, female protagonist, inseki, primarily female cast, school, family life, lgbtq+ themes, gyaru."
170,Kimi ni Todoke,Kimi ni Todoke: From Me to You,君に届け,"Sawako Kuronuma is the perfect heroine...for a horror movie. With striking similarities to a haunting movie character--jet-black hair, sinister smile and silent demeanor--she's mistakenly called Sadako by those around her. But behind her scary façade is a very misunderstood teenager. Too shy to fit in, all she wants to do is make some friends. But when the most popular boy in class befriends her, she's sure to make more than just that--she's about to make some enemies too!
<br><br>
(Source: Viz Media)
<br><br>
<i>Notes: The chapter count includes 3 extra stories.</i>","[('Shoujo', 98), ('Female Protagonist', 92), ('School', 91), ('Coming of Age', 84), ('Primarily Teen Cast', 79), ('Heterosexual', 75), ('Tomboy', 73), ('Bullying', 70), ('Gyaru', 60), ('Ensemble Cast', 60), ('Baseball', 50), ('Love Triangle', 37), ('Tsundere', 20)]",https://anilist.co/manga/33378,JP,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx33378-G9sHqsJryoP2.jpg,"Sawako Kuronuma is the perfect heroine...for a horror movie. With striking similarities to a haunting movie character--jet-black hair, sinister smile and silent demeanor--she's mistakenly called Sadako by those around her. But behind her scary façade is a very misunderstood teenager. Too shy to fit in, all she wants to do is make some friends. But when the most popular boy in class befriends her, she's sure to make more than just that--she's about to make some enemies too! A comedy, drama, romance, slice of life japanese manga comic series. The story contains the themes, tropes and topics of shoujo, female protagonist, school, coming of age, primarily teen cast, heterosexual, tomboy, bullying, gyaru, ensemble cast, baseball."
171,Yao Shen Ji,Tales of Demons and Gods,妖神记,"Because of the Space-Time Demon Spirit Book, time and space underwent a reversal. Though he was supposed to have died to demon beasts, Nie Li found himself sitting in a classroom when he opened his eyes. He had gone back to the age of thirteen. Now that everything has begun anew... how will he protect his beloved?<br>
<br>
(Source: Bilibili Comics)","[('Wuxia', 95), ('Cultivation', 90), ('Reincarnation', 90), ('Age Regression', 87), ('Martial Arts', 83), ('Male Protagonist', 83), ('Full Color', 78), ('Love Triangle', 76), ('Super Power', 71), ('Female Harem', 66), ('Demons', 63), ('Gods', 62), ('Lost Civilization', 60), ('Heterosexual', 50), ('War', 40), ('Kaiju', 20), ('Angels', 20), ('Kemonomimi', 20), ('Coming of Age', 20), ('Magic', 20), ('Foreign', 20)]",https://anilist.co/manga/86707,CN,"['Action', 'Adventure', 'Fantasy', 'Romance']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx86707-QD3UyAOHUEaT.jpg,"Because of the Space-Time Demon Spirit Book, time and space underwent a reversal. Though he was supposed to have died to demon beasts, Nie Li found himself sitting in a classroom when he opened his eyes. He had gone back to the age of thirteen. Now that everything has begun anew... how will he protect his beloved? A action, adventure, fantasy, romance chinese manhua comic series. The story contains the themes, tropes and topics of wuxia, cultivation, reincarnation, age regression, martial arts, male protagonist, full color, love triangle, super power, female harem, demons, gods, lost civilization, heterosexual."
172,3-gatsu no Lion,March Comes in Like a Lion,3月のライオン,"The protagonist is Rei, a 17-year-old shogi player. He lives by himself, not having a family, and does not go to school and has scarcely any friends. Among his acquaintances is a family, which consists of a young woman, Akari, and two young girls, Momo and Hinata, and who also keep numerous amount of cats. 
<br><br>
<i>Note: Won the Grand Prize at the 4th Manga Taishou Award in 2011, the 35th Kodansha Manga Award in 2011, the Grand Prize at the Tezuka Osamu Cultural Prize in 2014 and the Grand Prize at the Japan Media Arts Festival in 2021.</i>","[('Coming of Age', 100), ('Philosophy', 94), ('Family Life', 93), ('Seinen', 90), ('Rehabilitation', 90), ('Shogi', 87), ('Iyashikei', 82), ('Found Family', 82), ('Male Protagonist', 80), ('Bullying', 77), ('Food', 62), ('Tragedy', 57), ('Heterosexual', 55), ('Age Gap', 54), ('Adoption', 40), ('School Club', 36), ('Love Triangle', 20)]",https://anilist.co/manga/31224,JP,"['Drama', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/nx31224-IzjIdGQZf1gf.jpg,"The protagonist is Rei, a 17-year-old shogi player. He lives by himself, not having a family, and does not go to school and has scarcely any friends. Among his acquaintances is a family, which consists of a young woman, Akari, and two young girls, Momo and Hinata, and who also keep numerous amount of cats.  A drama, slice of life japanese manga comic series. The story contains the themes, tropes and topics of coming of age, philosophy, family life, seinen, rehabilitation, shogi, iyashikei, found family, male protagonist, bullying, food, tragedy, heterosexual, age gap."
173,Omoide Emanon,Memories of Emanon,おもいでエマノン,"The year is 1967, and a young Japanese man is thinking about the future. On one side of the water, the war is raging in Vietnam; far away on the other side, the Apollo Project has just met with disaster as three astronauts die in a capsule fire. And here and now, on a long nighttime ferry ride back home, he will meet and fall in love with a mysterious young woman who carries a past deeper and more profound than his dreams and fears of tomorrow. Her name, she jokes, is no name--Emanon...and she can never be forgotten, any more than she can forget...
<br><br>
(Source: Dark Horse)","[('Seinen', 96), ('Philosophy', 96), ('Female Protagonist', 93), ('Reincarnation', 90), ('Historical', 84), ('Heterosexual', 79), ('Memory Manipulation', 79), ('Time Skip', 62), ('Amnesia', 60), ('Environmental', 45), ('Nudity', 45), ('Ships', 20), ('Super Power', 20), ('Travel', 20), ('Autobiographical', 10)]",https://anilist.co/manga/47465,JP,"['Drama', 'Sci-Fi', 'Supernatural']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx47465-YAPfE2a7LSFB.png,"The year is 1967, and a young Japanese man is thinking about the future. On one side of the water, the war is raging in Vietnam; far away on the other side, the Apollo Project has just met with disaster as three astronauts die in a capsule fire. And here and now, on a long nighttime ferry ride back home, he will meet and fall in love with a mysterious young woman who carries a past deeper and more profound than his dreams and fears of tomorrow. Her name, she jokes, is no name--Emanon...and she can never be forgotten, any more than she can forget... A drama, sci-fi, supernatural japanese manga comic series. The story contains the themes, tropes and topics of seinen, philosophy, female protagonist, reincarnation, historical, heterosexual, memory manipulation, time skip, amnesia."
174,Umibe no Onnanoko,A Girl on the Shore,うみべの女の子,"Koume Sato and Keisuke Isobe are two teenagers living in a sleepy seaside town. After getting used and dumped by her crush, the emotionally damaged Koume decides to start a sexual relationship with Keisuke, without any emotions involved. However, they both soon discover that sex with no strings attached do lead to unexpected complications, not just for themselves but also the people surrounding them.","[('Coming of Age', 92), ('Seinen', 91), ('Nudity', 88), ('Rural', 85), ('Primarily Teen Cast', 79), ('School', 75), ('Heterosexual', 72), ('Anti-Hero', 56), ('Time Skip', 46), ('Scat', 46), ('Tragedy', 26), ('Baseball', 25), ('Fellatio', 25), ('Crossdressing', 22), ('Bisexual', 20), ('Drugs', 20), ('Masturbation', 20)]",https://anilist.co/manga/47353,JP,"['Drama', 'Psychological', 'Romance', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx47353-6SV8AMyNBwm6.jpg,"Koume Sato and Keisuke Isobe are two teenagers living in a sleepy seaside town. After getting used and dumped by her crush, the emotionally damaged Koume decides to start a sexual relationship with Keisuke, without any emotions involved. However, they both soon discover that sex with no strings attached do lead to unexpected complications, not just for themselves but also the people surrounding them. A drama, psychological, romance, slice of life japanese manga comic series. The story contains the themes, tropes and topics of coming of age, seinen, nudity, rural, primarily teen cast, school, heterosexual, anti-hero."
175,Karakai Jouzu no Takagi-san,Teasing Master Takagi-san,からかい上手の高木さん,"Middle schooler Nishikata has had it with his classmate Takagi – the chronic teaser who sits nearby. Day in and day out, she comes after him with every sort of trick or prank. Even when he tries to get her back, she's always one step ahead. But rest assured, it's only the beginning. He's not about to give up that easily in this battle of cunning and youth!
<BR><BR>
(Source: Yen Press)
","[('Achronological Order', 94), ('School', 92), ('Slapstick', 86), ('Primarily Child Cast', 81), ('Heterosexual', 73), ('Iyashikei', 71), ('Shounen', 64), ('Episodic', 20)]",https://anilist.co/manga/85533,JP,"['Comedy', 'Romance', 'Slice of Life']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx85533-lrXvNT9iH9sY.jpg,"Middle schooler Nishikata has had it with his classmate Takagi – the chronic teaser who sits nearby. Day in and day out, she comes after him with every sort of trick or prank. Even when he tries to get her back, she's always one step ahead. But rest assured, it's only the beginning. He's not about to give up that easily in this battle of cunning and youth!<BR><BR> A comedy, romance, slice of life japanese manga comic series. The story contains the themes, tropes and topics of achronological order, school, slapstick, primarily child cast, heterosexual, iyashikei, shounen."
176,Oemojisangjuui,Lookism,외모지상주의,"Daniel is an unattractive loner who wakes up in a different body. Now tall, handsome, and cooler than ever in his new form, Daniel aims to achieve everything he couldn't before. How far will he go to keep his body... and his secrets?<br><br>(Source: WEBTOONS)","[('Body Swapping', 97), ('Gangs', 94), ('Full Color', 92), ('Delinquents', 92), ('Ensemble Cast', 89), ('Martial Arts', 88), ('Coming of Age', 87), ('Male Protagonist', 85), ('School', 81), ('Bullying', 81), ('Heterosexual', 79), ('Surreal Comedy', 79), ('Fitness', 79), ('Homeless', 79), ('Boxing', 61), ('Love Triangle', 60), ('Meta', 60), ('Fashion', 57), ('Cult', 48), ('Parody', 40), ('Gambling', 33), ('Detective', 20), ('Yandere', 13)]",https://anilist.co/manga/86848,KR,"['Action', 'Comedy', 'Drama', 'Supernatural']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx86848-Fo5gj5fmh3WD.jpg,"Daniel is an unattractive loner who wakes up in a different body. Now tall, handsome, and cooler than ever in his new form, Daniel aims to achieve everything he couldn't before. How far will he go to keep his body... and his secrets? A action, comedy, drama, supernatural korean manhwa comic series. The story contains the themes, tropes and topics of body swapping, gangs, full color, delinquents, ensemble cast, martial arts, coming of age, male protagonist, school, bullying, heterosexual, surreal comedy, fitness, homeless, boxing, love triangle, meta, fashion."
177,Mikkakan no Koufuku,Three Days of Happiness,三日間の幸福,"HOW MUCH IS LIFE TRULY WORTH?<br>
Kusunoki used to believe he was destined for great things. Ostracized as a child, he held on to a belief that a good life was waiting for him in the years ahead. Now approaching the age of twenty, he's a completely mediocre college student with no motivation, no dreams, and no money. After learning he can sell his remaining years-and just how little they're worth-he chooses to divest himself of all but his last three months. Has Kusunoki truly destroyed his last chance to find happiness...or has he somehow found it?<br>
<br>(Source: Yen Press)
","[('Tragedy', 96), ('Philosophy', 96), ('Urban Fantasy', 90), ('Primarily Adult Cast', 81), ('Male Protagonist', 80), ('Urban', 80), ('Hikikomori', 76), ('Heterosexual', 75), ('Seinen', 75), ('Writing', 71), ('Photography', 55), ('Drawing', 48), ('Mopeds', 46), ('College', 40), ('Autobiographical', 28), ('Amnesia', 10)]",https://anilist.co/manga/98361,JP,"['Drama', 'Psychological', 'Romance', 'Slice of Life', 'Supernatural']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx98361-Zn6ICdUCq7pf.jpg,"HOW MUCH IS LIFE TRULY WORTH?Kusunoki used to believe he was destined for great things. Ostracized as a child, he held on to a belief that a good life was waiting for him in the years ahead. Now approaching the age of twenty, he's a completely mediocre college student with no motivation, no dreams, and no money. After learning he can sell his remaining years-and just how little they're worth-he chooses to divest himself of all but his last three months. Has Kusunoki truly destroyed his last chance to find happiness...or has he somehow found it? A drama, psychological, romance, slice of life, supernatural japanese manga comic series. The story contains the themes, tropes and topics of tragedy, philosophy, urban fantasy, primarily adult cast, male protagonist, urban, hikikomori, heterosexual, seinen, writing, photography."
178,Eoneu Nal Gongjuga Doeeobeoryeotda,Who Made Me a Princess,어느 날 공주가 되어버렸다,"The story of Athanasia, forsaken princess of the Obelian Empire, ends with her execution at the hands of her own father—or does it? Her tragic tale is the plot of the novel The Lovely Princess. But now, a modern woman who read the book has just woken up as baby Athanasia herself, filled with her own memories and knowledge of the story she’s stuck in! Determined to survive her doomed fate, infant Athanasia embarks on this new life with a plan: avoid attention and hoard valuables to fund her escape. When her plan goes awry, she suddenly needs to charm her way into the good graces of her father, the beautiful tyrant emperor, so he doesn’t kill her again!
<br><br>
(Source: Seven Seas Entertainment)","[('Female Protagonist', 91), ('Reincarnation', 87), ('Isekai', 86), ('Magic', 84), ('Full Color', 80), ('Revenge', 79), ('Tsundere', 79), ('Family Life', 75), ('Coming of Age', 74), ('Amnesia', 73), ('Age Regression', 70), ('Kuudere', 65), ('Age Gap', 63), ('Love Triangle', 62), ('Time Skip', 60), ('Politics', 60), ('Heterosexual', 60), ('Foreign', 60), ('Conspiracy', 60), ('Survival', 60), ('Historical', 51), ('Memory Manipulation', 50), ('Maids', 46), ('Ojou-sama', 46), ('Chimera', 40), ('Fairy Tale', 40), ('Witch', 40), ('Adoption', 40), ('Time Manipulation', 20)]",https://anilist.co/manga/107521,KR,"['Comedy', 'Fantasy', 'Romance']",https://s4.anilist.co/file/anilistcdn/media/manga/cover/large/bx107521-M4x3AUb7UGIM.png,"The story of Athanasia, forsaken princess of the Obelian Empire, ends with her execution at the hands of her own father—or does it? Her tragic tale is the plot of the novel The Lovely Princess. But now, a modern woman who read the book has just woken up as baby Athanasia herself, filled with her own memories and knowledge of the story she’s stuck in! Determined to survive her doomed fate, infant Athanasia embarks on this new life with a plan: avoid attention and hoard valuables to fund her escape. When her plan goes awry, she suddenly needs to charm her way into the good graces of her father, the beautiful tyrant emperor, so he doesn’t kill her again! A comedy, fantasy, romance korean manhwa comic series. The story contains the themes, tropes and topics of female protagonist, reincarnation, isekai, magic, full color, revenge, tsundere, family life, coming of age, amnesia, age regression, kuudere, age gap, love triangle, time skip, politics, heterosexual, foreign, conspiracy, survival, historical, memory manipulation."
